id,time,action,Ingress/DC,SFC,n_VNFs,TTL,remain,load,util,acceptance,power,P_per_sfc,active_server
148,9,remap,-,-,-,-,-,-,-,-,-,-,-
149,9,interrupt,-,4,11,57,52,17.5,92.8,100.0,29305.0,2930.5,110
150,9,interrupt,-,8,11,8,6,17.5,92.8,100.0,29305.0,2930.5,110
151,9,interrupt,-,9,11,22,20,17.5,92.8,100.0,29305.0,2930.5,110
152,9,interrupt,-,10,14,5,3,17.5,92.8,100.0,29305.0,2930.5,110
153,9,interrupt,-,5,15,101,97,17.5,92.8,100.0,29305.0,2930.5,110
154,9,interrupt,-,6,16,10,6,17.5,92.8,100.0,29305.0,2930.5,110
155,9,interrupt,-,7,18,25,22,17.5,92.8,100.0,29305.0,2930.5,110
156,9,interrupt,-,2,19,174,166,17.5,92.8,100.0,29305.0,2930.5,110
157,9,interrupt,-,3,19,13,7,17.5,92.8,100.0,29305.0,2930.5,110
158,9,interrupt,-,11,13,109,108,17.5,92.8,100.0,29305.0,2930.5,110
159,9,deploy,2,4,11,57,52,17.5,93.9,100.0,3103.0,3103.0,10
160,9,deploy,2,8,11,8,6,17.5,95.0,100.0,5942.8,2971.4,20
161,9,deploy,2,9,11,22,20,17.5,96.1,100.0,8400.8,2800.3,29
162,9,deploy,2,11,13,109,108,17.5,97.4,100.0,11490.7,2872.7,41
163,9,deploy,2,10,14,5,3,17.5,98.8,100.0,15057.5,3011.5,55
164,9,deploy,2,5,15,101,97,17.5,100.3,100.0,18113.3,3018.9,67
165,9,deploy,2,6,16,10,6,17.5,101.9,100.0,20904.4,2986.3,78
166,9,deploy,2,7,18,25,22,17.5,103.7,100.0,23872.7,2984.1,90
167,9,deploy,2,2,19,174,166,17.5,105.6,100.0,25635.1,2848.3,96
168,9,deploy,2,3,19,13,7,17.5,107.5,100.0,28551.5,2855.2,107
169,9,remap_successfully,-,-,-,-,-,17.5,107.5,100.0,28551.5,2855.2,107
170,9,deploy,2,12,17,57,57,17.5,109.2,100.0,31501.7,2863.8,118
171,9,remap,-,-,-,-,-,-,-,-,-,-,-
172,9,interrupt,-,4,11,57,52,17.5,109.2,100.0,31501.7,2863.8,118
173,9,interrupt,-,8,11,8,6,17.5,109.2,100.0,31501.7,2863.8,118
174,9,interrupt,-,9,11,22,20,17.5,109.2,100.0,31501.7,2863.8,118
175,9,interrupt,-,11,13,109,108,17.5,109.2,100.0,31501.7,2863.8,118
176,9,interrupt,-,10,14,5,3,17.5,109.2,100.0,31501.7,2863.8,118
177,9,interrupt,-,5,15,101,97,17.5,109.2,100.0,31501.7,2863.8,118
178,9,interrupt,-,6,16,10,6,17.5,109.2,100.0,31501.7,2863.8,118
179,9,interrupt,-,7,18,25,22,17.5,109.2,100.0,31501.7,2863.8,118
180,9,interrupt,-,2,19,174,166,17.5,109.2,100.0,31501.7,2863.8,118
181,9,interrupt,-,3,19,13,7,17.5,109.2,100.0,31501.7,2863.8,118
182,9,interrupt,-,12,17,57,57,17.5,109.2,100.0,31501.7,2863.8,118
183,9,deploy,2,4,11,57,52,17.5,110.3,100.0,3307.3,3307.3,11
184,9,deploy,2,8,11,8,6,17.5,111.4,100.0,6146.7,3073.3,21
185,9,deploy,2,9,11,22,20,17.5,112.5,100.0,8270.1,2756.7,29
186,9,deploy,2,11,13,109,108,17.5,113.8,100.0,11445.8,2861.4,41
187,9,deploy,2,10,14,5,3,17.5,115.2,100.0,14108.8,2821.8,51
188,9,deploy,2,5,15,101,97,17.5,116.7,100.0,17490.1,2915.0,65
189,9,deploy,2,6,16,10,6,17.5,118.3,100.0,20531.9,2933.1,77
190,9,deploy,2,12,17,57,57,17.5,120.0,100.0,23600.6,2950.1,89
191,9,deploy,2,7,18,25,22,17.5,121.8,100.0,26785.5,2976.2,101
192,9,deploy,2,2,19,174,166,17.5,123.7,100.0,29495.9,2949.6,111
193,9,deploy,2,3,19,13,7,17.5,125.6,100.0,33110.5,3010.0,126
194,9,remap_successfully,-,-,-,-,-,17.5,125.6,100.0,33110.5,3010.0,126
195,9,deploy,2,13,11,78,78,17.5,126.7,100.0,34239.2,2853.3,130
196,11,create,5,14,20,94,94,19.5,126.7,100.0,34239.2,2853.3,130
197,11,create,9,15,13,48,48,20.8,126.7,100.0,34239.2,2853.3,130
198,11,remap,-,-,-,-,-,-,-,-,-,-,-
199,11,interrupt,-,4,11,57,50,20.8,126.7,100.0,34239.2,2853.3,130
200,11,interrupt,-,8,11,8,4,20.8,126.7,100.0,34239.2,2853.3,130
201,11,interrupt,-,9,11,22,18,20.8,126.7,100.0,34239.2,2853.3,130
202,11,interrupt,-,11,13,109,106,20.8,126.7,100.0,34239.2,2853.3,130
203,11,interrupt,-,10,14,5,1,20.8,126.7,100.0,34239.2,2853.3,130
204,11,interrupt,-,5,15,101,95,20.8,126.7,100.0,34239.2,2853.3,130
205,11,interrupt,-,6,16,10,4,20.8,126.7,100.0,34239.2,2853.3,130
206,11,interrupt,-,12,17,57,55,20.8,126.7,100.0,34239.2,2853.3,130
207,11,interrupt,-,7,18,25,20,20.8,126.7,100.0,34239.2,2853.3,130
208,11,interrupt,-,2,19,174,164,20.8,126.7,100.0,34239.2,2853.3,130
209,11,interrupt,-,3,19,13,5,20.8,126.7,100.0,34239.2,2853.3,130
