id,time,action,Ingress/DC,SFC,n_VNFs,TTL,remain,load,util,migration,acceptance,power,P_per_sfc,active_server
146,203,drop,-,69,5,20,20,7.3,7.3,0,23.2,6838.5,854.8,20
147,205,create,9,70,10,154,154,8.3,7.3,0,23.2,6838.5,854.8,20
148,205,drop,-,70,10,154,154,7.3,7.3,0,22.9,6838.5,854.8,20
149,206,create,9,71,4,11,11,7.7,7.3,0,22.9,6838.5,854.8,20
150,206,drop,-,71,4,11,11,7.3,7.3,0,22.5,6838.5,854.8,20
151,208,remove,4,29,4,90,0,6.9,6.9,0,22.5,6522.1,931.7,19
152,208,create,5,72,12,144,144,8.1,6.9,0,22.5,6522.1,931.7,19
153,208,drop,-,72,12,144,144,6.9,6.9,0,22.2,6522.1,931.7,19
154,210,create,9,73,17,364,364,8.6,6.9,0,22.2,6522.1,931.7,19
155,210,create,5,74,6,1,1,9.2,6.9,0,22.2,6522.1,931.7,19
156,210,drop,-,73,17,364,364,7.5,6.9,0,21.9,6522.1,931.7,19
157,210,deploy,11,74,6,1,1,7.5,7.5,0,23.0,7099.2,887.4,21
158,211,remove,11,74,6,1,0,6.9,6.9,0,23.0,6522.1,931.7,19
159,212,create,5,75,13,23,23,8.2,6.9,0,23.0,6522.1,931.7,19
160,212,create,5,76,17,32,32,9.9,6.9,0,23.0,6522.1,931.7,19
161,212,drop,-,75,13,23,23,8.6,6.9,0,22.7,6522.1,931.7,19
162,212,drop,-,76,17,32,32,6.9,6.9,0,22.4,6522.1,931.7,19
163,214,create,9,77,15,244,244,8.4,6.9,0,22.4,6522.1,931.7,19
164,214,drop,-,77,15,244,244,6.9,6.9,0,22.1,6522.1,931.7,19
165,215,create,5,78,8,21,21,7.7,6.9,0,22.1,6522.1,931.7,19
166,215,create,9,79,11,22,22,8.8,6.9,0,22.1,6522.1,931.7,19
167,215,deploy,11,78,8,21,21,8.8,7.7,0,23.1,7197.4,899.7,21
168,215,drop,-,79,11,22,22,7.7,7.7,0,22.8,7197.4,899.7,21
169,217,create,10,80,8,52,52,8.5,7.7,0,22.8,7197.4,899.7,21
170,217,drop,-,80,8,52,52,7.7,7.7,0,22.5,7197.4,899.7,21
171,220,create,7,81,11,165,165,8.8,7.7,0,22.5,7197.4,899.7,21
172,220,deploy,6,81,11,165,165,8.8,8.8,0,23.5,8204.699999999999,911.6,24
173,221,create,9,82,13,38,38,10.1,8.8,0,23.5,8204.699999999999,911.6,24
174,221,drop,-,82,13,38,38,8.8,8.8,0,23.2,8204.699999999999,911.6,24
175,224,remove,11,33,15,90,0,7.3,7.3,0,23.2,7127.699999999999,891.0,21
176,225,remove,6,57,9,35,0,6.4,6.4,0,23.2,6543.099999999999,934.7,20
177,229,create,5,83,18,34,34,8.2,6.4,0,23.2,6543.099999999999,934.7,20
178,229,drop,-,83,18,34,34,6.4,6.4,0,22.9,6543.099999999999,934.7,20
179,231,remove,4,5,5,198,0,6.0,6.0,0,22.9,6198.9,1033.1,19
180,231,create,7,84,15,35,35,7.4,6.0,0,22.9,6198.9,1033.1,19
181,231,drop,-,84,15,35,35,6.0,6.0,0,22.6,6198.9,1033.1,19
182,233,create,10,85,20,27,27,7.9,6.0,0,22.6,6198.9,1033.1,19
183,233,create,9,86,9,68,68,8.8,6.0,0,22.6,6198.9,1033.1,19
184,233,drop,-,85,20,27,27,6.8,6.0,0,22.4,6198.9,1033.1,19
185,233,drop,-,86,9,68,68,6.0,6.0,0,22.1,6198.9,1033.1,19
186,234,create,7,87,8,588,588,6.7,6.0,0,22.1,6198.9,1033.1,19
187,234,deploy,11,87,8,588,588,6.7,6.7,0,23.0,6831.7,976.0,21
188,235,create,7,88,16,37,37,8.3,6.7,0,23.0,6831.7,976.0,21
189,235,drop,-,88,16,37,37,6.7,6.7,0,22.7,6831.7,976.0,21
190,236,remove,11,78,8,21,0,6.0,6.0,0,22.7,5951.3,991.9,18
191,236,create,10,89,12,512,512,7.1,6.0,0,22.7,5951.3,991.9,18
192,236,deploy,11,89,12,512,512,7.1,7.1,0,23.6,7030.9,1004.4,21
193,238,create,5,90,15,8,8,8.6,7.1,0,23.6,7030.9,1004.4,21
194,238,create,10,91,13,115,115,9.9,7.1,0,23.6,7030.9,1004.4,21
195,238,drop,-,90,15,8,8,8.4,7.1,0,23.3,7030.9,1004.4,21
196,238,drop,-,91,13,115,115,7.1,7.1,0,23.1,7030.9,1004.4,21
197,240,create,10,92,9,229,229,8.0,7.1,0,23.1,7030.9,1004.4,21
198,240,create,10,93,12,1,1,9.2,7.1,0,23.1,7030.9,1004.4,21
199,240,drop,-,92,9,229,229,8.3,7.1,0,22.8,7030.9,1004.4,21
200,240,drop,-,93,12,1,1,7.1,7.1,0,22.6,7030.9,1004.4,21
201,242,create,9,94,10,55,55,8.1,7.1,0,22.6,7030.9,1004.4,21
202,242,drop,-,94,10,55,55,7.1,7.1,0,22.3,7030.9,1004.4,21
203,245,create,9,95,16,288,288,8.7,7.1,0,22.3,7030.9,1004.4,21
204,245,deploy,11,95,16,288,288,8.7,8.7,0,23.2,8385.1,1048.1,25
205,247,create,5,96,20,59,59,10.7,8.7,0,23.2,8385.1,1048.1,25
206,247,create,9,97,4,31,31,11.1,8.7,0,23.2,8385.1,1048.1,25
207,247,create,5,98,15,108,108,12.6,8.7,0,23.2,8385.1,1048.1,25
208,247,drop,-,96,20,59,59,10.6,8.7,0,22.9,8385.1,1048.1,25
209,247,drop,-,97,4,31,31,10.2,8.7,0,22.7,8385.1,1048.1,25
210,247,drop,-,98,15,108,108,8.7,8.7,0,22.4,8385.1,1048.1,25
211,248,create,5,99,9,349,349,9.6,8.7,0,22.4,8385.1,1048.1,25
212,248,drop,-,99,9,349,349,8.7,8.7,0,22.2,8385.1,1048.1,25
213,253,create,5,100,13,180,180,10.0,8.7,0,22.2,8385.1,1048.1,25
214,253,drop,-,100,13,180,180,8.7,8.7,0,22.0,8385.1,1048.1,25
215,255,create,9,101,19,62,62,10.6,8.7,0,22.0,8385.1,1048.1,25
216,255,drop,-,101,19,62,62,8.7,8.7,0,21.8,8385.1,1048.1,25
217,256,create,7,102,20,119,119,10.7,8.7,0,21.8,8385.1,1048.1,25
218,256,drop,-,102,20,119,119,8.7,8.7,0,21.6,8385.1,1048.1,25
219,257,create,7,103,7,98,98,9.4,8.7,0,21.6,8385.1,1048.1,25
220,257,create,7,104,8,72,72,10.2,8.7,0,21.6,8385.1,1048.1,25
221,257,deploy,6,103,7,98,98,10.2,9.4,0,22.3,8911.0,990.1,26
222,257,drop,-,104,8,72,72,9.4,9.4,0,22.1,8911.0,990.1,26
223,260,create,7,105,8,49,49,10.2,9.4,0,22.1,8911.0,990.1,26
224,260,drop,-,105,8,49,49,9.4,9.4,0,21.9,8911.0,990.1,26
225,261,create,5,106,14,69,69,10.8,9.4,0,21.9,8911.0,990.1,26
226,261,drop,-,106,14,69,69,9.4,9.4,0,21.7,8911.0,990.1,26
227,262,create,9,107,9,3,3,10.3,9.4,0,21.7,8911.0,990.1,26
228,262,drop,-,107,9,3,3,9.4,9.4,0,21.5,8911.0,990.1,26
229,263,create,9,108,6,44,44,10.0,9.4,0,21.5,8911.0,990.1,26
230,263,drop,-,108,6,44,44,9.4,9.4,0,21.3,8911.0,990.1,26
231,266,create,9,109,16,277,277,11.0,9.4,0,21.3,8911.0,990.1,26
232,266,drop,-,109,16,277,277,9.4,9.4,0,21.1,8911.0,990.1,26
233,267,create,10,110,13,98,98,10.7,9.4,0,21.1,8911.0,990.1,26
234,267,drop,-,110,13,98,98,9.4,9.4,0,20.9,8911.0,990.1,26
235,268,create,5,111,18,309,309,11.2,9.4,0,20.9,8911.0,990.1,26
236,268,drop,-,111,18,309,309,9.4,9.4,0,20.7,8911.0,990.1,26
237,270,create,7,112,17,356,356,11.1,9.4,0,20.7,8911.0,990.1,26
238,270,drop,-,112,17,356,356,9.4,9.4,0,20.5,8911.0,990.1,26
239,272,create,7,113,18,58,58,11.2,9.4,0,20.5,8911.0,990.1,26
240,272,drop,-,113,18,58,58,9.4,9.4,0,20.4,8911.0,990.1,26
241,273,create,9,114,4,2,2,9.8,9.4,0,20.4,8911.0,990.1,26
242,273,create,5,115,20,50,50,11.8,9.4,0,20.4,8911.0,990.1,26
243,273,drop,-,114,4,2,2,11.4,9.4,0,20.2,8911.0,990.1,26
244,273,drop,-,115,20,50,50,9.4,9.4,0,20.0,8911.0,990.1,26
245,275,create,9,116,4,166,166,9.8,9.4,0,20.0,8911.0,990.1,26
246,275,drop,-,116,4,166,166,9.4,9.4,0,19.8,8911.0,990.1,26
247,279,create,10,117,11,214,214,10.5,9.4,0,19.8,8911.0,990.1,26
248,279,create,7,118,7,145,145,11.2,9.4,0,19.8,8911.0,990.1,26
249,279,create,5,119,15,109,109,12.7,9.4,0,19.8,8911.0,990.1,26
250,279,create,9,120,6,64,64,13.3,9.4,0,19.8,8911.0,990.1,26
251,279,create,5,121,19,92,92,15.2,9.4,0,19.8,8911.0,990.1,26
252,279,drop,-,117,11,214,214,14.1,9.4,0,19.7,8911.0,990.1,26
253,279,drop,-,118,7,145,145,13.4,9.4,0,19.5,8911.0,990.1,26
254,279,drop,-,119,15,109,109,11.9,9.4,0,19.3,8911.0,990.1,26
255,279,drop,-,120,6,64,64,11.3,9.4,0,19.2,8911.0,990.1,26
256,279,drop,-,121,19,92,92,9.4,9.4,0,19.0,8911.0,990.1,26
257,280,create,10,122,4,73,73,9.8,9.4,0,19.0,8911.0,990.1,26
258,280,create,9,123,7,234,234,10.5,9.4,0,19.0,8911.0,990.1,26
259,280,drop,-,122,4,73,73,10.1,9.4,0,18.9,8911.0,990.1,26
260,280,drop,-,123,7,234,234,9.4,9.4,0,18.7,8911.0,990.1,26
261,281,create,7,124,9,51,51,10.3,9.4,0,18.7,8911.0,990.1,26
262,281,create,7,125,9,144,144,11.2,9.4,0,18.7,8911.0,990.1,26
263,281,drop,-,124,9,51,51,10.3,9.4,0,18.5,8911.0,990.1,26
264,281,drop,-,125,9,144,144,9.4,9.4,0,18.4,8911.0,990.1,26
265,282,create,9,126,17,371,371,11.1,9.4,0,18.4,8911.0,990.1,26
266,282,drop,-,126,17,371,371,9.4,9.4,0,18.3,8911.0,990.1,26
267,283,create,7,127,16,76,76,11.0,9.4,0,18.3,8911.0,990.1,26
268,283,drop,-,127,16,76,76,9.4,9.4,0,18.1,8911.0,990.1,26
