id,time,action,Ingress/DC,SFC,n_VNFs,TTL,remain,load,util,migration,acceptance,power,P_per_sfc,active_server
222,235,deploy,2,88,16,37,37,52.5,52.5,0,100.0,43610.3,1038.3,134
223,236,remove,2,78,8,21,0,51.7,51.7,0,100.0,43049.0,1050.0,133
224,236,create,10,89,12,512,512,52.9,51.7,0,100.0,43049.0,1050.0,133
225,236,deploy,2,89,12,512,512,52.9,52.9,0,100.0,43629.6,1038.8,134
226,237,remove,2,79,11,22,0,51.8,51.8,0,100.0,42913.3,1046.7,132
227,238,create,5,90,15,8,8,53.3,51.8,0,100.0,42913.3,1046.7,132
228,238,create,10,91,13,115,115,54.6,51.8,0,100.0,42913.3,1046.7,132
229,238,deploy,2,90,15,8,8,54.6,53.3,0,100.0,44083.2,1049.6,135
230,238,deploy,2,91,13,115,115,54.6,54.6,0,100.0,44854.8,1043.1,137
231,240,create,10,92,9,229,229,55.5,54.6,0,100.0,44854.8,1043.1,137
232,240,create,10,93,12,1,1,56.7,54.6,0,100.0,44854.8,1043.1,137
233,240,deploy,2,92,9,229,229,56.7,55.5,0,100.0,45721.5,1039.1,140
234,240,deploy,2,93,12,1,1,56.7,56.7,0,100.0,46509.4,1033.5,142
235,241,remove,2,63,20,47,0,54.7,54.7,0,100.0,45087.5,1024.7,138
236,241,remove,2,93,12,1,0,53.5,53.5,0,100.0,44255.4,1029.2,136
237,242,create,9,94,10,55,55,54.5,53.5,0,100.0,44255.4,1029.2,136
238,242,deploy,2,94,10,55,55,54.5,54.5,0,100.0,44945.3,1021.5,138
239,243,remove,2,55,13,57,0,53.2,53.2,0,100.0,43925.3,1021.5,135
240,244,remove,2,76,17,32,0,51.5,51.5,0,100.0,42630.0,1015.0,131
241,245,create,9,95,16,288,288,53.1,51.5,0,100.0,42630.0,1015.0,131
242,245,deploy,2,95,16,288,288,53.1,53.1,0,100.0,43980.6,1022.8,135
243,246,remove,2,90,15,8,0,51.6,51.6,0,100.0,43021.2,1024.3,133
244,247,create,5,96,20,59,59,53.6,51.6,0,100.0,43021.2,1024.3,133
245,247,create,9,97,4,31,31,54.0,51.6,0,100.0,43021.2,1024.3,133
246,247,create,5,98,15,108,108,55.5,51.6,0,100.0,43021.2,1024.3,133
247,247,deploy,2,96,20,59,59,55.5,53.6,0,100.0,44280.6,1029.8,136
248,247,deploy,2,97,4,31,31,55.5,54.0,0,100.0,44597.0,1013.6,137
249,247,deploy,2,98,15,108,108,55.5,55.5,0,100.0,45467.5,1010.4,139
250,248,create,5,99,9,349,349,56.4,55.5,0,100.0,45467.5,1010.4,139
251,248,deploy,2,99,9,349,349,56.4,56.4,0,100.0,46218.8,1004.8,141
252,250,remove,2,13,16,179,0,54.8,54.8,0,100.0,45114.4,1002.5,138
